Grundstueck-Nummer;EGID;Gebaeude-Koordinate X;Gebaeude-Koordinate Y;Gebaeude-Baujahr;Gebaeude-Kategorie;Gebaeude-Klasse-Nummer;Gebaeude-Klasse;Gebaeude-Flaeche;Gebaeude-Geschosse;Gebaeude-Strasse;Gebaeude-Hausnummer;Gebaeude-PLZ;Gebaeude-Ort
6228;001 740 080;2760579;1192055;1979;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;149  ;Gebäude mit zwei Wohnungen;2;Plantaweg;24;7000;Chur
2494;001 739 225;2759311;1190616;1850;194  ;Anz. separate Wohnräume;  ;194;4;Welschdörfli;19;7000;Chur
6117;001 739 972;2760435;1191786;1977;152  ;Anz. separate Wohnräume;  ;152;2;Bondastrasse;26;7000;Chur
6012;001 741 611;2758472;1192368;1970;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;212;8;Austrasse;46;7000;Chur
11683;190 281 672;2759809;1192539;2009;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;385;5;Masanserstrasse;179;7000;Chur
4734;001 741 177;2758717;1191290;1959;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;128;2;Heroldstrasse;23;7000;Chur
6768;009 021 588;2760199;1192051;1995;115  ;Anz. separate Wohnräume;  ;115;2;Traubenweg;14;7000;Chur
6750;400 017 823;2759666;1193573;2003;54  ;Anz. separate Wohnräume;  ;54;2;Stelleweg;29b;7000;Chur
6181;001 741 605;2758382;1192265;1975;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;717;8;Sardonastrasse;17;7000;Chur
3619;001 739 966;2760427;1191877;1980;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;199 1;Gebäude mit zwei Wohnungen;3;Bondastrasse;19a;7000;Chur
6141;001 740 533;2759974;1192618;1975;278  ;Anz. separate Wohnräume;  ;278;2;Carmennaweg;29;7000;Chur
;001 739 796;2760117;1193114;1945;77  ;Anz. separate Wohnräume;  ;77;2;Cadonaustrasse;46;7000;Chur
3103;001 738 488;2759543;1190724;1835;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;72;5;Kupfergasse;6;7000;Chur
2814;009 001 102;2759778;1190613;1991;89  ;Anz. separate Wohnräume;  ;89;4;Jochstrasse;23;7000;Chur
8081;003 156 773;2760584;1191721;1998;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;93  ;Gebäude mit zwei Wohnungen;3;Bondastrasse;46a;7000;Chur
3788;001 740 241;2760021;1191890;1939;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;136;3;Loëstrasse;79;7000;Chur
6685;003 156 767;2760350;1189435;1991;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;125 2;Gebäude mit zwei Wohnungen;2;Bühlweg;27;7000;Chur
1810;009 001 116;2758435;1190673;1952;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 2886; ;3;Kasernenstrasse;108;7000;Chur
6167;001 740 527;2759932;1192590;1973;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;655;3;Carmennaweg;17;7000;Chur
4980;001 739 782;2760027;1193043;1961;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;211  ;Gebäude mit zwei Wohnungen;3;Cadonaustrasse;25;7000;Chur
4735;001 741 639;2758768;1191721;1958;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;176;4;Kurfirstenstrasse;2;7000;Chur
3193;001 738 477;2759519;1190772;1900;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 178; ;5;Goldgasse;3;7000;Chur
;001 739 769;2760159;1192893;1945;77  ;Anz. separate Wohnräume;  ;77;2;Cadonaustrasse;6;7000;Chur
10187;190 010 104;2760493;1192570;2002;119  ;Anz. separate Wohnräume;  ;119;2;Ruchenbergstrasse;114;7000;Chur
7384;003 156 798;2760697;1192154;1998;144  ;Anz. separate Wohnräume;  ;144;3;Bondastrasse;115a;7000;Chur
3099;001 738 463;2759540;1190754;1900;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 147; ;4;Untere Gasse;5;7000;Chur
;009 021 211;2760858;1191873;1996;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;434  ;Gebäude mit zwei Wohnungen;2;Teuchelweg;52;7000;Chur
0;001 210 642;2761923;1189312; ;   ;Anz. separate Wohnräume;  ; ;4;Arosastrasse;1210642;7026;Maladers
6284;001 739 755;2759877;1193881;1979;115  ;Anz. separate Wohnräume;  ;115;4;Oldisweg;10;7000;Chur
2643;001 739 033;2760493;1189814;1906;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;192;3;Sandstrasse;73;7000;Chur
4087;001 740 296;2760010;1192275;1945;143  ;Anz. separate Wohnräume;  ;143;2;Loëstrasse;135;7000;Chur
4711;001 741 188;2758763;1191371;1955;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;215;4;Oberalpstrasse;52;7000;Chur
2579;009 021 577;2760366;1189105;1995;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;102  ;Gebäude mit zwei Wohnungen;2;Araschgerstrasse;72;7000;Chur
7254;400 017 610;2758465;1190409;2004;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;998;5;Freifeldstrasse;7;7000;Chur
8773;190 018 570;2757317;1190470;2000;435  ;Anz. separate Wohnräume;  ;435;3;Spundisstrasse;11;7000;Chur
2735;009 021 563;2760522;1191808;1999;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;291;4;Höhenweg;2;7000;Chur
2147;400 017 604;2757280;1190289;2003;167 3;Anz. separate Wohnräume;3  ;167;Druckdatum:;Emserstrasse;32;7000;Chur
11181;160 011 290;2759487;1190432;2007;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;155;4;Hirschbühlweg;12;7000;Chur
2663;001 739 027;2760123;1190321;1915;Gebäude des Verkehrs- und  Nachrichtenswesens ohne Garagen;1241;Nachrichtenswesens ohne Garagen 651;3;Druckdatum:;Sandstrasse;45;7000;Chur
4466;001 740 282;2760106;1192115;1952;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;136;4;Loëstrasse;108;7000;Chur
0;001 210 656;2761259;1189425; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;140;3;Arosastrasse;17;7026;Maladers
5366;001 739 999;2760754;1191811;1970;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;150  ;Gebäude mit zwei Wohnungen;2;Bondastrasse;76;7000;Chur
4262;001 739 741;2759703;1193476;1915;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;75  ;Gebäude mit zwei Wohnungen;2;Stelleweg;13;7000;Chur
5439;001 741 822;2759147;1192309;1971;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;803;6;Giacomettistrasse;96;7000;Chur
4332;001 741 765;2758957;1192062;1949;100  ;Anz. separate Wohnräume;  ;100;2;Arnikaweg;2;7000;Chur
6537;001 739 806;2759760;1192751;1987;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;375;5;Masanserstrasse;195;7000;Chur
;191 660 432;2760320;1191940;2018;161  ;Anz. separate Wohnräume;  ;161;2;Marschlinsweg;9;7000;Chur
10057;001 741 003;2758974;1191770;1943;77  ;Anz. separate Wohnräume;  ;77;2;Schönmattweg;4;7000;Chur
2728;160 006 667;2758629;1191572;2006;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1131;4;Ringstrasse;70;7000;Chur
4408;001 740 309;2760090;1192323;1952;328  ;Anz. separate Wohnräume;  ;328;4;Calunastrasse;4;7000;Chur
3640;001 741 017;2759188;1191395;1931;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;105;4;Scalettastrasse;15;7000;Chur
12609;191 204 343;2759520;1192705;2015;183  ;Anz. separate Wohnräume;  ;183;2;Wiesentalstrasse;232;7000;Chur
6535;001 739 812;2759732;1192767;1987;122 2;Anz. separate Wohnräume;2 ;122;2;Schellenbergstrasse;28;7000;Chur
4418;001 741 771;2758922;1192128;1949;93  ;Anz. separate Wohnräume;  ;93;2;Arnikaweg;8;7000;Chur
4697;001 741 759;2758823;1192108;1962;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;97  ;Gebäude mit zwei Wohnungen;2;Wachtelweg;14;7000;Chur
4608;001 740 447;2759882;1192345;1952;69  ;Anz. separate Wohnräume;  ;69;2;Strelaweg;3;7000;Chur
;190 663 548;2760095;1192950;2012;97  ;Anz. separate Wohnräume;  ;97;2;Cadonaustrasse;19;7000;Chur
7010;003 156 607;2759237;1192411;1998;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;678;6;Giacomettistrasse;75;7000;Chur
1063;009 001 076;2759356;1191395;1900;71  ;Anz. separate Wohnräume;  ;71;2;Gürtelstrasse;41;7000;Chur
4837;001 740 321;2760150;1192182;1962;212  ;Anz. separate Wohnräume;  ;212;2;Calunastrasse;26;7000;Chur
2559;001 739 184;2759727;1190310;1987;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1121;10;Susenbühlstrasse;33;7000;Chur
6605;001 739 190;2759788;1190278;1988;76  ;Anz. separate Wohnräume;  ;76;4;Susenbühlstrasse;44;7000;Chur
11518;160 011 327;2760452;1192510;2007;163  ;Anz. separate Wohnräume;  ;163;2;Ruchenbergstrasse;85;7000;Chur
1408;009 001 062;2759279;1191075;1967;3415  ;Anz. separate Wohnräume;  ;3415;5;Gäuggelistrasse;28;7000;Chur
7006;003 156 613;2759257;1192476;1997;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;541;4;Giacomettistrasse;93;7000;Chur
3767;001 740 453;2759825;1192359;1935;69  ;Anz. separate Wohnräume;  ;69;2;Weinbergstrasse;3;7000;Chur
3142;001 738 503;2759622;1190725;1860;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;97;5;Paradiesgasse;17;7000;Chur
7260;400 017 758;2758155;1192278;2010;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;318;4;Rheinstrasse;195;7000;Chur
5776;001 739 609;2759624;1192777;1974;151  ;Anz. separate Wohnräume;  ;151;1;Schellenbergstrasse;45;7000;Chur
3148;001 738 517;2759649;1190761; ;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 178; ;6;Casinoplatz;1;7000;Chur
3110;009 021 365;2759556;1190701;1997;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 96; ;5;Goldgasse;19;7000;Chur
8663;090 001 596;2757551;1190711;2001;813  ;Anz. separate Wohnräume;  ;813;1;Rossbodenstrasse;2;7000;Chur
5779;001 739 621;2759627;1192830;1974;156  ;Anz. separate Wohnräume;  ;156;1;Schellenbergstrasse;57;7000;Chur
6441;001 741 942;2758932;1192224;1987;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;453;2;Dreibündenstrasse;90;7000;Chur
4179;001 740 484;2760068;1192580;1946;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;166;3;Kreuzgasse;91;7000;Chur
6072;001 739 147;2760432;1189329;1974;105  ;Anz. separate Wohnräume;  ;105;2;Araschgerstrasse;36;7000;Chur
1810;400 017 764;2758386;1190636;1970;1445  ;Anz. separate Wohnräume;  ;1445;1;Ringstrasse;4;7000;Chur
4255;009 021 417;2758406;1191866;1991;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;162;3;Mittelweg;11;7000;Chur
1312;400 017 770;2758562;1191451;2000;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse; ; ;Ringstrasse;50;7000;Chur
6402;001 739 153;2760478;1189238;1981;84  ;Anz. separate Wohnräume;  ;84;2;Araschgerstrasse;43;7000;Chur
6582;001 741 956;2758571;1191992;1987;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;491;4;Huberstrasse;23;7000;Chur
6123;001 739 635;2759764;1192959;1855;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 166; ;3;Masanserstrasse;212;7000;Chur
4371;001 740 490;2759934;1192459;1950;57  ;Anz. separate Wohnräume;  ;57;2;Mundaunweg;8;7000;Chur
11927;400 017 599;2760543;1192321;2009;114  ;Anz. separate Wohnräume;  ;114;2;Fondeiweg;5;7000;Chur
2467;009 080 756;2759069;1190434;1957;337  ;Anz. separate Wohnräume;  ;337;3;Weststrasse;11;7000;Chur
1341;001 741 201;2758807;1191405;1914;68  ;Anz. separate Wohnräume;  ;68;3;Erikaweg;4;7000;Chur
6346;001 740 679;2760765;1192060;1984;102  ;Anz. separate Wohnräume;  ;102;2;Teuchelweg;14;7000;Chur
4189;001 741 567;2758643;1191745;1947;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;312;4;Rheinstrasse;118;7000;Chur
2857;009 001 248;2759778;1190817; ;164  ;Anz. separate Wohnräume;  ;164;4;Süsswinkelgasse;7;7000;Chur
4815;001 741 573;2758367;1191948;1958;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;413;4;Rheinstrasse;155;7000;Chur
4070;001 741 215;2758695;1191429;1944;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;102  ;Gebäude mit zwei Wohnungen;3;Fliederweg;12;7000;Chur
4930;001 739 386;2758966;1190877;1961;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;327;4;Sägenstrasse;108;7000;Chur
0;001 740 123;2760340;1192738;1968;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;245;2;Tellostrasse;1740123;7000;Chur
6553;001 740 645;2760386;1192446;1990;66  ;Anz. separate Wohnräume;  ;66;4;Ruchenbergstrasse;28;7000;Chur
3841;001 738 932;2759803;1191328;1938;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;217;3;Masanserstrasse;27;7000;Chur
6553;001 740 651;2760384;1192475;1990;89  ;Anz. separate Wohnräume;  ;89;3;Ruchenbergstrasse;34;7000;Chur
1079;001 740 889;2758898;1191360;1907;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;105  ;Gebäude mit zwei Wohnungen;3;Rheinstrasse;56;7000;Chur
6717;009 001 260;2759242;1191712;1993;457  ;Anz. separate Wohnräume;  ;457;6;Tittwiesenstrasse;29;7000;Chur
2726;191 218 232;2758616;1191698;2015;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;483;4;Rheinstrasse;113;7000;Chur
3893;001 741 229;2758577;1191305;1941;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;145;3;Fliederweg;29;7000;Chur
1771;001 739 392;2758923;1190894;1909;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;115;3;Dahliastrasse;12;7000;Chur
5322;001 740 137;2760233;1192699;1967;104  ;Anz. separate Wohnräume;  ;104;2;Prätschliweg;3;7000;Chur
1801;001 739 379;2758426;1190890;1928;711  ;Anz. separate Wohnräume;  ;711;3;Salvatorenstrasse;82;7000;Chur
2943;001 738 701;2759727;1190938; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;154;4;Vazerolgasse;5;7000;Chur
1653;001 740 862;2759088;1191336;1908;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;135;4;Daleustrasse;32;7000;Chur
0;001 210 508;2761711;1189365; ;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 95;1;3;Selias;1210508;7026;Maladers
20094;009 072 265;2761998;1189599; ;   ;Anz. separate Wohnräume;  ; ; ;Oberdorfstrasse;40;7026;Maladers
3411;001 740 876;2759011;1191282;1935;87 1;Anz. separate Wohnräume;1 ;87;3;Nelkenweg;11;7000;Chur
;009 021 629;2759709;1191955;1997;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;196;4;Roterturmstrasse;11;7000;Chur
3374;400 017 566;2759745;1190525;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;138;4;Bodmerstrasse;18;7000;Chur
7020;009 021 601;2759345;1192496;1996;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;464;4;Giacomettistrasse;117;7000;Chur
1725;001 739 345;2759121;1190854;1923;62  ;Anz. separate Wohnräume;  ;62;2;Rätusstrasse;5;7000;Chur
6030;001 741 598;2758460;1192264;1973;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;627;4;Sardonastrasse;12;7000;Chur
20680;001 210 534;2761810;1189432; ;105 0;Anz. separate Wohnräume;0 ;105;4;Oberdorfstrasse;6;7026;Maladers
;001 740 686;2760838;1192008;1901;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;198  ;Gebäude mit zwei Wohnungen;2;Teuchelweg;35;7000;Chur
5870;001 738 729;2759764;1191125;1986;558  ;Anz. separate Wohnräume;  ;558;5;Theaterweg;7;7000;Chur
3735;191 106 711;2759760;1192165;2014;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;314;5;Masanserstrasse;137;7000;Chur
20675;001 210 520;2761747;1189412; ;   ;Anz. separate Wohnräume;  ; ;3;Dorfstrasse;53;7026;Maladers
6621;001 740 692;2760883;1191972;1988;142  ;Anz. separate Wohnräume;  ;142;2;Teuchelweg;43;7000;Chur
5950;001 739 437;2758339;1191072;1988;80  ;Anz. separate Wohnräume;  ;80;2;Im Baumgarten;8;7000;Chur
2387;001 739 351;2757669;1190195;1963;83  ;Anz. separate Wohnräume;  ;83;2;Triststrasse;18;7000;Chur
9628;400 017 572;2760661;1192101;2001;163  ;Anz. separate Wohnräume;  ;163;2;Böschenstrasse;92;7000;Chur
6741;009 021 615;2759694;1193601;1996;53  ;Anz. separate Wohnräume;  ;53;3;Stelleweg;27c;7000;Chur
3929;001 739 369;2758733;1190783;1940;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;102;3;Salvatorenstrasse;41;7000;Chur
1869;191 204 838;2758420;1191125;2016;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;5;Pulvermühlestrasse;38;7000;Chur
2846;001 738 711;2759784;1190779; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;378;4;Hegisplatz;2;7000;Chur
3410;001 740 872;2759067;1191349;1924;72  ;Anz. separate Wohnräume;  ;72;2;Nelkenweg;6;7000;Chur
20688;001 210 518;2761761;1189395; ;   ;Anz. separate Wohnräume;  ; ;2;Dorfstrasse;52;7026;Maladers
1083;001 740 866;2759000;1191251;1907;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;119;3;Rheinstrasse;40;7000;Chur
2920;001 738 705;2759704;1190891; ;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 82; ;4;Vazerolgasse;16;7000;Chur
3433;001 739 355;2758767;1190579;2006;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 84; ;5;Bolettastrasse;1;7000;Chur
6475;001 740 696;2760920;1191923;1985;89  ;Anz. separate Wohnräume;  ;89;2;Teuchelweg;49;7000;Chur
1865;001 739 433;2758382;1191087;1961;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;286;4;Im Baumgarten;1;7000;Chur
1135;001 741 588;2758305;1192239;1975;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;955;8;Austrasse;26;7000;Chur
20674;001 210 524;2761764;1189429; ;576 2;Anz. separate Wohnräume;2 ;576;4;Dorfstrasse;55;7026;Maladers
6578;001 740 682;2760802;1192079;1989;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;146 1;Gebäude mit zwei Wohnungen;3;Teuchelweg;21;7000;Chur
20087;001 210 530;2761655;1189484; ;   ;Anz. separate Wohnräume;  ; ;2;Churerweg;14;7026;Maladers
;191 310 871;2760061;1193004;2016;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;230;3;Cadonaustrasse;31;7000;Chur
10092;009 021 605;2759606;1190565;1995;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;274;4;Lindenquai;26;7000;Chur
5437;400 017 562;2759266;1192297;1970;   ;Anz. separate Wohnräume;  ; ;1;Belmontstrasse;11;7000;Chur
10575;400 017 589;2759799;1193962;2003;135  ;Anz. separate Wohnräume;  ;135;2;Dammweg;50;7000;Chur
4370;001 741 211;2758727;1191416;1950;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;115;3;Fliederweg;7;7000;Chur
;009 080 746;0;1190850;1999;1930  ;Anz. separate Wohnräume;  ;1930;3;Raschärenstrasse;65;7000;Chur
5286;001 741 577;2758417;1191977;1971;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;540;6;Giacomettistrasse;35;7000;Chur
6556;001 740 669;2760401;1192535;1990;68  ;Anz. separate Wohnräume;  ;68;3;Ruchenbergstrasse;69;7000;Chur
2382;009 001 258;2757753;1190291;1980;180  ;Anz. separate Wohnräume;  ;180;2;Triststrasse;10;7000;Chur
4690;001 741 563;2758599;1191758;1958;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;375;4;Albulastrasse;2;7000;Chur
1336;001 741 205;2758787;1191432;1913;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;94  ;Gebäude mit zwei Wohnungen;3;Erikaweg;8;7000;Chur
9024;001 740 133;2760175;1192619;1970;211  ;Anz. separate Wohnräume;  ;211;2;Arlibonstrasse;39;7000;Chur
12086;190 672 131;2759834;1193507;2011;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;644;4;Sonnenstutz;7;7000;Chur
2727;191 218 236;2758653;1191648;2015;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;350;4;Rheinstrasse;105;7000;Chur
3471;009 001 264;2759067;1190503;1932;329  ;Anz. separate Wohnräume;  ;329;2;Weststrasse;8;7000;Chur
6616;001 740 655;2760407;1192646;1988;69  ;Anz. separate Wohnräume;  ;69;3;Ruchenbergstrasse;41;7000;Chur
3475;001 738 936;2759824;1191459;1931;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;97;4;Masanserstrasse;41;7000;Chur
1066;001 740 899;2759373;1191475;1982;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;997;4;Tittwiesenstrasse;8;7000;Chur
1468;001 738 922;2759386;1190831;1895;42  ;Anz. separate Wohnräume;  ;42;2;Engadinstrasse;46a;7000;Chur
6553;001 740 641;2760384;1192425;1990;90  ;Anz. separate Wohnräume;  ;90;2;Ruchenbergstrasse;24;7000;Chur
5948;009 001 270;2759447;1192447;1990;616  ;Anz. separate Wohnräume;  ;616;2;Wiesentalstrasse;135;7000;Chur
7344;191 594 731;2760477;1189479;2017;84  ;Anz. separate Wohnräume;  ;84;1;Ahornweg;19;7000;Chur
1793;001 739 382;2758287;1190859;1974;1076  ;Anz. separate Wohnräume;  ;1076;2;Salvatorenstrasse;96;7000;Chur
9028;001 740 127;2760213;1192581;1972;153  ;Anz. separate Wohnräume;  ;153;2;Arlibonstrasse;31;7000;Chur
6312;001 741 239;2758634;1191220;1979;139  ;Anz. separate Wohnräume;  ;139;2;Untere Plessurstrasse;62;7000;Chur
3119;001 738 513;2759585;1190695; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;140;5;Herrengasse;16;7000;Chur
5800;009 001 099;2757990;1191643;1975;1230  ;Anz. separate Wohnräume;  ;1230;1;Industriestrasse;20;7000;Chur
2890;400 017 748;2759806;1190991;1500;288 2;Anz. separate Wohnräume;2  ;288;Druckdatum:;Reichsgasse;15;7000;Chur
1345;191 586 876;2758841;1191390;2017;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;127  ;Gebäude mit zwei Wohnungen;3;Rheinstrasse;63;7000;Chur
3124;001 738 507;2759594;1190706; ;290 0;Anz. separate Wohnräume;0 ;290;5;Pfistergasse;2;7000;Chur
5778;001 739 619;2759624;1192814;1974;157  ;Anz. separate Wohnräume;  ;157;1;Schellenbergstrasse;55;7000;Chur
2760;001 739 631;2759767;1193160;1860;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;143  ;Gebäude mit zwei Wohnungen;2;Kirchgasse Masans;50;7000;Chur
4176;001 741 952;2758645;1191923;1986;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;414;4;Huberstrasse;7;7000;Chur
