Grundstueck-Nummer;EGID;Gebaeude-Koordinate X;Gebaeude-Koordinate Y;Gebaeude-Baujahr;Gebaeude-Kategorie;Gebaeude-Klasse-Nummer;Gebaeude-Klasse;Gebaeude-Flaeche;Gebaeude-Geschosse;Gebaeude-Strasse;Gebaeude-Hausnummer;Gebaeude-PLZ;Gebaeude-Ort
4448;001 740 049;2760468;1191991;1956;100  ;Anz. separate Wohnräume;  ;100;2;Brändligasse;26;7000;Chur
3431;001 741 357;2758446;1191654;1926;79  ;Anz. separate Wohnräume;  ;79;2;Fortunastrasse;29;7000;Chur
;001 740 061;2760591;1191880;1966;129  ;Anz. separate Wohnräume;  ;129;2;Plantaweg;2a;7000;Chur
11678;160 013 664;2759745;1192623;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;313;5;Schellenbergstrasse;14;7000;Chur
10462;190 019 499;2759797;1193343;2003;56  ;Anz. separate Wohnräume;  ;56;2;Kronenwingert;14;7000;Chur
4580;001 741 419;2758236;1191708;1957;65  ;Anz. separate Wohnräume;  ;65;2;Untere Plessurstrasse;124;7000;Chur
5968;001 740 707;2759703;1192146;1990;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;333;4;Saluferstrasse;20;7000;Chur
1481;001 738 864;2759308;1190829;1868;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;171  ;Gebäude mit zwei Wohnungen;3;Obere Plessurstrasse;28;7000;Chur
1499;001 738 870;2759197;1190935;1898;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;307;4;Laubenstrasse;4;7000;Chur
6002;001 740 713;2759613;1192292;1984;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1148;8;Saluferstrasse;37;7000;Chur
9957;001 740 075;2760524;1192003;1968;99  ;Anz. separate Wohnräume;  ;99;3;Plantaweg;15;7000;Chur
1300;001 741 380;2758499;1191805;1906;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;115;3;Signinastrasse;2;7000;Chur
3027;001 738 643;2759701;1190745;1580;177  ;Anz. separate Wohnräume;  ;177;7;Reichsgasse;71;7000;Chur
9066;160 004 481;2759630;1191950;2004;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;310;5;Roterturmstrasse;21;7000;Chur
5443;001 740 920;2759267;1191781;1967;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;406;4;Tittwiesenstrasse;54;7000;Chur
3834;001 740 934;2759186;1191514;1938;70  ;Anz. separate Wohnräume;  ;70;2;Nordstrasse;17;7000;Chur
2869;001 738 657;2759815;1190825;1847;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;138  ;Gebäude mit zwei Wohnungen;4;Sennhofstrasse;11;7000;Chur
6430;001 741 394;2758319;1191668;1982;61 1;Anz. separate Wohnräume;1 ;61;2;Anemonenweg;6a;7000;Chur
2497;001 739 207;2759355;1190610;1875;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;147;4;St. Margrethenstrasse;12;7000;Chur
4010;003 156 584;2759555;1192065;1997;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;246;5;Wiesentalstrasse;84;7000;Chur
4360;001 740 908;2759345;1191602;1950;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;387;4;Tittwiesenstrasse;22;7000;Chur
2503;001 739 213;2759411;1190614;1900;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 588; ;5;Welschdörfli;5;7000;Chur
7241;003 156 779;2760201;1191494;1997;101  ;Anz. separate Wohnräume;  ;101;3;Lürlibadstrasse;45;7000;Chur
2516;009 001 108;2759216;1190580;1975;1070  ;Anz. separate Wohnräume;  ;1070;4;Kasernenstrasse;1;7000;Chur
11963;160 016 244;2760566;1189305;2009;214  ;Anz. separate Wohnräume;  ;214;2;Sassalstrasse;48;7000;Chur
6141;001 740 539;2759982;1192645;1975;279  ;Anz. separate Wohnräume;  ;279;2;Carmennaweg;39;7000;Chur
3075;001 738 482;2759521;1190723; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;65;4;Goldgasse;12;7000;Chur
5036;001 741 627;2758636;1192003;1974;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;999;10;Huberstrasse;12;7000;Chur
;001 739 944;2760424;1191647;1912;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;   ;Gebäude mit zwei Wohnungen;2;Berggasse;41;7000;Chur
7981;001 741 141;2758917;1191248;1945;94  ;Anz. separate Wohnräume;  ;94;3;Segantinistrasse;5;7000;Chur
11157;400 017 801;2758662;1191105;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;468;5;Segantinistrasse;34;7000;Chur
3003;400 017 815;2759705;1190687;1491;762 3;Anz. separate Wohnräume;3  ;762;Druckdatum:;St. Martinsplatz;10;7000;Chur
12486;190 827 651;2759695;1193358;2014;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;376;4;Stelleweg;1;7000;Chur
1357;001 741 155;2758729;1191132;1929;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;95;3;Segantinistrasse;28;7000;Chur
4378;001 739 788;2760106;1192990;1952;87  ;Anz. separate Wohnräume;  ;87;2;Cadonaustrasse;37;7000;Chur
3205;001 738 496;2759628;1190784;1890;351  ;Anz. separate Wohnräume;  ;351;5;Kornplatz;2;7000;Chur
;001 739 950;2760440;1191708;1924;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;83;3;Berggasse;53;7000;Chur
7346;191 421 594;2760498;1189449;2016;80  ;Anz. separate Wohnräume;  ;80;2;Ahornweg;22;7000;Chur
5476;001 741 633;2758574;1192340;1968;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;425;9;Scalettastrasse;141;7000;Chur
6236;191 344 631;2759582;1190239;2015;122  ;Anz. separate Wohnräume;  ;122;2;St. Antönienweg;27;7000;Chur
6141;001 740 505;2759954;1192685;1975;278  ;Anz. separate Wohnräume;  ;278;2;Carmennaweg;65;7000;Chur
3390;001 739 978;2760512;1191736;1923;76 1;Anz. separate Wohnräume;1 ;76;2;Bondastrasse;40;7000;Chur
;009 001 134;2759801;1191366;1979;Anz. Geschosse 598;Anz. separate Wohnräume;598  ;Anz. Geschosse; ;Masanserstrasse;31;7000;Chur
7022;009 021 582;2760182;1191759;1995;156  ;Anz. separate Wohnräume;  ;156;2;Meierweg;34;7000;Chur
;001 740 263;2760196;1191903;1800;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;83 1;Gebäude mit zwei Wohnungen;3;Lochertstrasse;18;7000;Chur
4784;001 741 169;2758736;1191227;1957;93  ;Anz. separate Wohnräume;  ;93;2;Spechtweg;9;7000;Chur
4463;001 740 277;2760177;1192068;1952;103 1;Anz. separate Wohnräume;1 ;103;2;Traubenweg;16;7000;Chur
5309;400 017 829;2759119;1192415;1980;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse; ; ;Tittwiesenstrasse;120;7000;Chur
6972;009 021 596;2759389;1192452;1996;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;678;6;Giacomettistrasse;115;7000;Chur
3202;009 001 120;2759589;1190802;1827;724  ;Anz. separate Wohnräume;  ;724;3;Kornplatz;10;7000;Chur
6141;001 740 511;2759992;1192699;1975;349  ;Anz. separate Wohnräume;  ;349;2;Carmennaweg;75;7000;Chur
3156;001 738 441;2759578;1190666;1900;314  ;Anz. separate Wohnräume;  ;314;5;Obere Gasse;23;7000;Chur
20191;001 210 648;2761805;1189230; ;   ;Anz. separate Wohnräume;  ; ;2;Arosastrasse;50;7026;Maladers
4153;001 739 987;2760516;1191840;1947;93  ;Anz. separate Wohnräume;  ;93;2;Höhenweg;6;7000;Chur
9895;190 010 640;2760478;1191936;2002;166  ;Anz. separate Wohnräume;  ;166;2;Eblinweg;25;7000;Chur
2544;001 739 039;2759616;1190484;1988;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;92 1;Gebäude mit zwei Wohnungen;3;Hinterm Bach;20;7000;Chur
4658;001 741 182;2758650;1191494;1956;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;290;4;Heroldstrasse;42;7000;Chur
4191;001 740 288;2760033;1192210;1956;87  ;Anz. separate Wohnräume;  ;87;2;Loëstrasse;121;7000;Chur
4083;001 741 196;2758694;1191476;1945;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;114  ;Gebäude mit zwei Wohnungen;3;Distelweg;7;7000;Chur
7065;009 021 569;2760388;1189499;1995;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;61  ;Gebäude mit zwei Wohnungen;3;Araschgerstrasse;8;7000;Chur
4423;191 675 814;2758938;1192136;2018;101  ;Anz. separate Wohnräume;  ;101;2;Dreibündenstrasse;33;7000;Chur
6754;190 022 180;2759667;1193605;2003;53  ;Anz. separate Wohnräume;  ;53;2;Stelleweg;29f;7000;Chur
3057;001 738 455;2759463;1190729; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;85;4;Maltesergasse;4;7000;Chur
5384;001 741 828;2759176;1192233;1967;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;459;6;Belmontstrasse;5;7000;Chur
8082;003 156 786;2760564;1191702;2000;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;   ;Gebäude mit zwei Wohnungen;2;Bondastrasse;42b;7000;Chur
6276;001 739 763;2759824;1193771;1979;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;130 1;Gebäude mit zwei Wohnungen;2;Stelleweg;60;7000;Chur
4412;001 741 800;2758997;1192019;1952;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;126;3;Dreibündenstrasse;23;7000;Chur
6386;001 739 005;2760643;1189241;1987;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;81  ;Gebäude mit zwei Wohnungen;2;Sassalstrasse;23;7000;Chur
1409;400 017 626;2759256;1191120;1959;   ;Anz. separate Wohnräume;  ; ;5;Gürtelstrasse;11;7000;Chur
11887;400 017 632;2759546;1191570;2009;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;697;4;Gürtelstrasse;82;7000;Chur
7013;009 021 555;2760247;1189608;1995;109  ;Anz. separate Wohnräume;  ;109;2;Bühlweg;4;7000;Chur
6308;001 739 011;2760553;1189391;1987;114  ;Anz. separate Wohnräume;  ;114;3;Sassalstrasse;54;7000;Chur
3079;001 738 469;2759489;1190714; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;112;4;Untere Gasse;25;7000;Chur
20022;001 210 660;2761088;1189616; ;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;180  ;Gebäude mit zwei Wohnungen;3;Tumma;12;7026;Maladers
1104;001 741 814;2759132;1191993;1962;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;208;4;Tittwiesenstrasse;75;7000;Chur
8652;003 156 792;2759701;1191377;1999;94  ;Anz. separate Wohnräume;  ;94;2;Brandisstrasse;9;7000;Chur
1124;009 021 233;2758387;1191891;1991;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;755;3;Giacomettistrasse;28;7000;Chur
;001 739 830;2759982;1191568;1905;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;139;4;Falknisstrasse;19;7000;Chur
4718;001 741 753;2758850;1192054;1957;106  ;Anz. separate Wohnräume;  ;106;2;Wachtelweg;8;7000;Chur
8848;001 741 035;2758919;1191775;1944;77  ;Anz. separate Wohnräume;  ;77;2;Scalettastrasse;64;7000;Chur
3280;001 741 021;2759143;1191509;1967;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;341;4;Scalettastrasse;26;7000;Chur
4721;001 741 747;2758871;1191995;1957;97  ;Anz. separate Wohnräume;  ;97;2;Wachtelweg;2;7000;Chur
3398;001 739 824;2759997;1191511;1987;36  ;Anz. separate Wohnräume;  ;36;3;Falknisstrasse;5;7000;Chur
3849;001 740 459;2759849;1192351;1941;65  ;Anz. separate Wohnräume;  ;65;2;Weinbergstrasse;9;7000;Chur
10856;190 068 658;2760566;1191752;2004;142  ;Anz. separate Wohnräume;  ;142;2;Bondastrasse;45;7000;Chur
6326;003 156 619;2760717;1189227;2000;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;105  ;Gebäude mit zwei Wohnungen;3;Sassalstrasse;14;7000;Chur
2968;009 001 068;2759720;1191010;1966;501  ;Anz. separate Wohnräume;  ;501;6;Grabenstrasse;9;7000;Chur
3295;001 740 471;2759949;1192399;1950;97  ;Anz. separate Wohnräume;  ;97;3;Kreuzgasse;63a;7000;Chur
7640;003 156 631;2760017;1193518;1998;58  ;Anz. separate Wohnräume;  ;58;3;Cadonaustrasse;93;7000;Chur
1126;400 017 791;2758476;1192163;1971;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse; ; ;Sardonastrasse;4;7000;Chur
11536;160 011 305;2759740;1192658;2007;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;310;5;Schellenbergstrasse;12;7000;Chur
3437;001 740 317;2760208;1192255;1980;110  ;Anz. separate Wohnräume;  ;110;2;Calunastrasse;21;7000;Chur
10046;001 741 009;2759032;1191804;1944;66  ;Anz. separate Wohnräume;  ;66;3;Schönmattweg;10;7000;Chur
3886;001 740 303;2760012;1192149;1941;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;91;3;Vilanstrasse;8;7000;Chur
12602;191 204 349;2759495;1192746;2015;162  ;Anz. separate Wohnräume;  ;162;2;Wiesentalstrasse;244;7000;Chur
8899;400 017 785;2760250;1190056;1922;440 3;Anz. separate Wohnräume;3  ;440;Druckdatum:;Sandstrasse;50;7000;Chur
1701;160 011 311;2759289;1190722;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;378;6;Sägenstrasse;22;7000;Chur
7629;003 156 625;2760061;1193524;1998;58 1;Anz. separate Wohnräume;1 ;58;3;Cadonaustrasse;121;7000;Chur
9005;009 001 054;2758313;1191465;1967;1716  ;Anz. separate Wohnräume;  ;1716;2;Felsenaustrasse;23;7000;Chur
9553;090 001 577;2759821;1193146;2001;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;248;4;Kirchgasse Masans;52;7000;Chur
5474;190 204 706;2759696;1193742;1978;161  ;Anz. separate Wohnräume;  ;161;3;Stelleweg;45;7000;Chur
3402;001 739 818;2760052;1191419;1922;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;397;4;Loëstrasse;25;7000;Chur
3296;001 740 465;2759898;1192316;1948;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;103;4;Weinbergstrasse;17;7000;Chur
6320;001 741 948;2758510;1192000;1983;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;269;5;Giacomettistrasse;40;7000;Chur
5077;001 741 790;2759050;1192005;1962;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;360;4;Dreibündenstrasse;20;7000;Chur
2991;001 738 535;2759700;1190652;1600;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;46  ;Gebäude mit zwei Wohnungen;5;Bärenloch;12;7000;Chur
6642;001 739 159;2760456;1189103;1988;94  ;Anz. separate Wohnräume;  ;94;2;Araschgerstrasse;53;7000;Chur
5171;003 156 802;2759724;1193583;1997;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;192 1;Gebäude mit zwei Wohnungen;2;Stelleweg;28;7000;Chur
4923;001 741 784;2759018;1192073;1961;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;363;4;Dreibündenstrasse;28;7000;Chur
3016;001 738 521;2759718;1190710; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;236;5;Comandergasse;3;7000;Chur
6237;009 001 083;2759638;1191251;1978;1045 0;Anz. separate Wohnräume;0 ;1045;4;Hartbertstrasse;9;7000;Chur
5772;001 739 617;2759618;1192714;1974;151  ;Anz. separate Wohnräume;  ;151;1;Schellenbergstrasse;53;7000;Chur
0;001 738 509;2759558;1190733;1930;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 233;1;4;Herrengasse;1738509;7000;Chur
6543;001 739 171;2760299;1189529;1988;64  ;Anz. separate Wohnräume;  ;64;2;Bühlweg;36;7000;Chur
1856;400 017 752;2758161;1191053;2010;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 2413; ;5;Rheinfelsstrasse;4;7000;Chur
6615;001 739 165;2760301;1189552;1988;67  ;Anz. separate Wohnräume;  ;67;3;Bühlweg;10;7000;Chur
5767;001 739 603;2759643;1192776;1974;154  ;Anz. separate Wohnräume;  ;154;1;Schellenbergstrasse;39;7000;Chur
6420;001 741 960;2758554;1191864;1983;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;387;4;Rheinstrasse;136;7000;Chur
9033;009 001 097;2757901;1191567;1972;725 2;Anz. separate Wohnräume;2  ;725;Druckdatum:;Industriestrasse;17;7000;Chur
6311;001 741 237;2758643;1191247;1979;100  ;Anz. separate Wohnräume;  ;100;2;Untere Plessurstrasse;58;7000;Chur
2146;009 080 760;2757237;1190463;2000;974  ;Anz. separate Wohnräume;  ;974;1;Spundisstrasse;31;7000;Chur
5503;001 740 129;2760261;1192620;1970;142  ;Anz. separate Wohnräume;  ;142;2;Arlibonstrasse;34;7000;Chur
3698;001 740 897;2759331;1191455;1932;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;235;4;Tittwiesenstrasse;3;7000;Chur
1644;001 741 551;2758131;1192310;1917;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;115  ;Gebäude mit zwei Wohnungen;3;Rheinstrasse;199;7000;Chur
2727;191 218 238;2758651;1191646;2015;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1312;4;Ringstrasse;71;7000;Chur
2739;001 738 938;2759827;1191502;1640;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;91;4;Masanserstrasse;45;7000;Chur
1362;001 740 883;2758909;1191310;1946;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;89  ;Gebäude mit zwei Wohnungen;3;Rheinstrasse;47;7000;Chur
1286;001 741 545;2758185;1192144;1957;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;582;4;Austrasse;20;7000;Chur
1313;001 741 223;2758614;1191382;1942;   ;Anz. separate Wohnräume;  ; ;2;Fliederweg;22;7000;Chur
3563;191 394 570;2759141;1191678;2015;120  ;Anz. separate Wohnräume;  ;120;2;Nordstrasse;40;7000;Chur
8864;001 740 115;2760321;1192605;1998;192  ;Anz. separate Wohnräume;  ;192;2;Tellostrasse;8;7000;Chur
4819;191 635 175;2759926;1192541;2018;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;244;3;Carmennaweg;9;7000;Chur
10765;400 017 593;2759765;1193920;2003;135  ;Anz. separate Wohnräume;  ;135;2;Dammweg;104;7000;Chur
1436;009 001 242;2759528;1191147;1910;176  ;Anz. separate Wohnräume;  ;176;6;Steinbockstrasse;14;7000;Chur
3996;001 738 910;2759349;1191139;1942;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1270;5;Engadinstrasse;6;7000;Chur
6446;001 740 673;2760732;1192139;1987;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;210  ;Gebäude mit zwei Wohnungen;3;Teuchelweg;2;7000;Chur
6556;001 740 667;2760402;1192519;1990;105  ;Anz. separate Wohnräume;  ;105;2;Ruchenbergstrasse;65;7000;Chur
1507;001 738 904;2759144;1190979;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;119;4;Gäuggelistrasse;51;7000;Chur
5060;001 741 579;2758449;1192024;1971;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;467;7;Giacomettistrasse;39;7000;Chur
5436;009 001 256;2759149;1192276;1972;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse;473; ;Tittwiesenstrasse;100;7000;Chur
10705;400 017 587;2759799;1193902;2003;69  ;Anz. separate Wohnräume;  ;69;2;Dammweg;32;7000;Chur
3933;191 344 590;2758649;1190826;2016;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;210;6;Juchserweg;3;7000;Chur
1387;001 740 854;2759050;1191135;1961;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;543;5;Rheinstrasse;17;7000;Chur
1126;001 741 592;2758477;1192164;1971;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse; ; ;Sardonastrasse;4;7000;Chur
3826;001 738 723;2759458;1190925;1994;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;979;6;Stadtgartenweg;10;7000;Chur
3755;001 740 840;2759284;1191389;1936;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;95  ;Gebäude mit zwei Wohnungen;3;Daleustrasse;19;7000;Chur
6118;001 741 586;2758270;1192174;1972;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;348;4;Rheinstrasse;180;7000;Chur
6487;001 740 698;2760945;1191903;1984;70  ;Anz. separate Wohnräume;  ;70;3;Teuchelweg;53;7000;Chur
;400 017 578;2760094;1192064;2010;131  ;Anz. separate Wohnräume;  ;131;2;Bungertweg;1;7000;Chur
;009 021 637;2760127;1192124;1995;90  ;Anz. separate Wohnräume;  ;90;2;Loëstrasse;104;7000;Chur
3916;001 739 373;2758709;1190793;1942;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;111;4;Salvatorenstrasse;53;7000;Chur
4026;001 740 868;2758962;1191246;1943;135  ;Anz. separate Wohnräume;  ;135;3;Rheinstrasse;43;7000;Chur
0;001 210 502;2761726;1189355; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;93;3;Hinder Selias;1210502;7026;Maladers
1800;001 739 415;2758471;1190979;1971;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;518;6;Pulvermühlestrasse;5;7000;Chur
0;001 210 516;2761770;1189385; ;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;   ;Gebäude mit zwei Wohnungen;3;Dorfstrasse;1210516;7026;Maladers
1869;191 204 836;2758412;1191128;2016;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;5;Pulvermühlestrasse;36;7000;Chur
1762;001 739 401;2758854;1190938;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;87;3;Kettweg;12;7000;Chur
3693;191 669 811;2759777;1192341;2019;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;258;5;Masanserstrasse;151;7000;Chur
1811;001 739 367;2758759;1190751;1964;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1158;4;Salvatorenstrasse;33;7000;Chur
12094;400 017 544;2760386;1189430;2010;96  ;Anz. separate Wohnräume;  ;96;2;Araschgerstrasse;12a;7000;Chur
1803;001 739 417;2758554;1191002;1986;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;298;5;Sägenstrasse;145;7000;Chur
20719;001 210 500;2761674;1189310; ;   ;Anz. separate Wohnräume;  ; ;2;Hinder Selias;10;7026;Maladers
2919;001 738 709;2759699;1190881;1962;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;201;6;Bankstrasse;7;7000;Chur
3924;001 739 371;2758714;1190767;1945;107  ;Anz. separate Wohnräume;  ;107;2;Salvatorenstrasse;51;7000;Chur
3486;009 021 635;2758375;1190949;1990;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;254;5;Vogelsangweg;26;7000;Chur
